"title","task_title","note"
"Restaurants","Fox and Hounds Hunsden",""
"Restaurants","Hedone Chiswick",""
"Restaurants","http://www.360dining.com.au/",""
"Restaurants","Fine bagels warschauer str","Schwarzer sesam Erdnussbutter und Marmelade"
"Restaurants","Vini Divini, italienische Küche\n","Bastionsstr. 31, Innenstadt"
"Restaurants","Piment, libanesisch-französische Küche ","Lehmweg 29, 20251 Hamburg, Eppendorf"
"Restaurants","Antiochia, türkische Küche","Duisburger Str. 16, Pempelfort  "
"Restaurants","Almas, indische Küche ","Birkenstr. 69, Flingern "
"Restaurants","Da Bruno, italienische Küche","Karlstr. 16, Nähe  Bahnhof"
"Restaurants","Byblos, libanesische Küche","Markenstr. 7-9, Oberbilk  "
"Restaurants","www.genazvale.de","Georgische Spezialitäten"
"Restaurants","Kenyan Restaurant","Githeri!"
"Restaurants","Sichuanese - U District",""
"Restaurants","Ahar - South Indian food in Snoqualmie","Fried fish\n"
"Restaurants","Une Bien on 75th and 15th (Ballard)","""The old Paseos crew"""
"Restaurants","Salumi","Sandwich, smoked meats, cured meats\n\nPork sandwich\n\nPioneer Square\n"
"Restaurants","Spiced - near Crossroads mall (Bellevue)","Seshuan style food (stars for hot and seshuan spice)\n"
"Restaurants","Seven Star Pepper - Chinese in ID","Hand shaven dan dan"
"Restaurants","Roll ok please","Kati rolls! Indian"
"Restaurants","The R View","Top floor of Renaissance hotel, good view"
"Restaurants","Morsel in Ballard","Spanish biscuits"
"Restaurants","Kings Noodle (Hong Kong style)","Spicy broth\nChive dumplings, pan seared\n"
"Restaurants","Il Bistro (PP)","Spanish Coffee"
"Restaurants","Il Corvo Pasta","Pioneer Square\n\nOne pasta may not be enough for one person"
"Restaurants","Polish Home Association in Capital Hill","Friday and Saturday"
"Restaurants","Citizen - Queen Anne","Biscuits and Gravy\nKorexican tacos\nOr Moscow Meal Monday's"
"Restaurants","Northwest Tofu House","Chinese in U District"
"Restaurants","New Houston wine bar with neighborhood vibe named one of the best in the nation","Swirl and sip on this: The experts at Wine Enthusiast Magazine dug deep to find America&rsquo;s best wine bars, and one local spot made the cut. Narrowing the list down ... \nhttp://houston.culturemap.com/news/restaurants-bars/08-27-15-hou-austin-wine-enthusiast-magazine-best-wine-bar-in-america-winebelly/"
"Restaurants","Revisit these 6 classic Houston dining spots during Houston Restaurant Weeks","Typically, CultureMap readers want to know about the newest, hottest places to dine. That&#39;s why we publish a list of 10 new restaurants to try every month. However, that doesn&#39;t ... \nhttp://houston.culturemap.com/news/restaurants-bars/08-12-15-revisit-these-6-classic-houston-dining-spots-during-houston-restaurant-weeks/"
"Restaurants","Where to Eat in Houston Right Now: 10+ incredible new restaurants for August","The past month has been an incredible one for Houston restaurants, as several eagerly anticipated, high profile concepts finally made their debuts. Big names like Randy Rucker, Brandi Key and ... \nhttp://houston.culturemap.com/news/restaurants-bars/08-03-15-where-to-eat-right-now-10-incredible-new-restaurants-for-august/"
"Restaurants","Dallas' best pizza joint invades Houston with new location in city's most important dining neighborhood - 2015-Jul-08","Cane Rosso &mdash; the Dallas-based critically acclaimed Neapolitan pizza restaurant &mdash; is making a big push into Houston. In addition to the company&#39;s plan to open in the Heights, owner ... \nhttp://houston.culturemap.com/news/restaurants-bars/07-08-15-dallas-best-pizza-joint-invades-houston-with-new-location-in-citys-most-important-dining-neighborhood/"
"Restaurants","Scottys fish & chips","Fenkel Redford"
"Restaurants","Harry and Ida's","12th and A"
"Restaurants","Picnic Garden in Northern Boulevard","Queenie recommended this"
"Restaurants","Yusho","Modern Japanese food – Another shared plates/entrees place. I had the skin trio, chicken wings, steam buns and we split Ramen. Well worth it and to sample all the different things. Lots of flavor, great environment. One of my new favorites.\n"
"Restaurants","Fat Rice","This is Macau cusine, which is a little bit Portuguese, Chinese and Japanese. One of the more interesting meals of my life and it’s in a really intimate space. The menu is pretty crazy so I suggest looking it up and trying it. I had potstickers, piri piri chicken and some other crazy appetizer there. They tell you to get the “Fat Rice” when you’re there. That’s what I’ll get next time.\n"
"Restaurants","Schwa","This maybe was the best meal of my life. This is a molecular gastronomy kind of restaurant, where the food is like art and is designed to taste different than it looks. I don’t know how to explain this place other than you get the tasting menu. They blare loud hip-hop music and there are no servers, just chefs. It’s an experience and it will impact your wallet. Only way to get in is by reservation on the phone if they decide to pick up. Worth your time and money and go in with an open mind. One of the more unique things I’ve ever done in my life. Has a Michelin star."
"Restaurants","Longman & Eagle","\n\nLongman and Eagle - Great, cutting edge menu, lots of whiskey selections that are cheap or 3 bucks a shot apparently. Also, they have rooms you can reserve to stay in overnight if you want."
"Restaurants","Hot G Dog","For all intents and purposes, the spiritual successor to Hot Doug’s, run by two of the restaurants former chefs. Similar dogs in taste and style to Hot Doug’s, and they are open seven days a week and serve Duck Fat Fries on Friday, Saturday and Sunday.\n"
"Restaurants","Xoco","\n\nXoco - The Street food one adjacent. Tortas. Amazing. Eat them. Also a location that’s bigger in Wicker Park."
"Restaurants","Topolobampo","\n\nTopolobampo - More of the hoity-toity place. Elevated dishes. Also kind of $$$. "
"Restaurants","Hot Chocolate","http://hotchocolatechicago.com/\n\nhttp://goo.gl/maps/AcJE\n\n1747 N Damen Ave, Chicago, IL 60647\n"
"Restaurants","Kuma’s Corner","Kuma’s Corner – Burgers named after metal bands. Don’t let this scare you. It’s legit and voted one of the best burgers in the city. Kuma’s Too serves the same menu. Two locations. I think one is opening this summer in Schaumburg."
"Restaurants","Atelier Renault Café","Restaurant français \n53 av. Des Champs Elysées 75008\nMetro Franklin Roosevelt\n\nRecommandé : le dessert l'Elysée"
"Restaurants","Red's table, Reston","111150 South Lakes Drive\n571-375-7755\nOutside patios until 10 pm. "
"Restaurants","Tony Luke's Phily","Pork sandwich "
"Restaurants","Aspen Grill",""
"Restaurants","Embers","Ate here 9-19-15 for Aarika's birthday lunch. Aarika & I shared pork chops. Scott had prime rib. He said it was good. "
"Restaurants","True food","Mushroom pizza was great, tacos very boring\nLoved watermelon martini "
"Restaurants","Anticio","Diavolo pizza (red) - ok, Capriccio is boring. "
"Restaurants","South main","Scallops were fishy, salmon salty, Brussels sprout app was great as was dessert cheesecake. Aussie chard Ok,  maybe give it one more try sometime. "
"Restaurants","Sotto sotto","Tagleatelii funghi is awesome. Duck raging pasta is so so. Mascarpone dessert is delish. "
"Restaurants","Viceroy","Al, Vindaloo w tofu, spiciness 3 out of 5 - ok. \nMike, Jalfrazie, 3/5 - good. \nGarlic naan - good. "
"Restaurants","Seasons 52","Scallops were great, sea bass very delicate but a bit salty, no onlobster, liked fig bacon flat bread. Love mint hummus. "
"Restaurants","Marlows","Fish tacos excellent!"
"Restaurants","Eclipse de luna","Ribs Mike loved. Asparagus and sprout for Al. Oysters and hummus boring. Hanger steak ok. "
"Restaurants","Salt Roswell","Lettuce wrap Mike liked. Al not so much\nAl- pork shank very tender and tasty ""Deeeelish""\nMike - Roswell burger "
"Restaurants","Little Thai","- nam sod is very tasty.  Pad prik and basil noodles are boring"
"Restaurants","Made","Appetizer: Valdeon blue  is delish.                  \nTapas: Seared scallops very good; Oysters Pimenton smoky, interesting, good; Pan con Tomate and Bruselas are both boring. \nDessert: Shattered chocolate is excellent!"
"Restaurants","Wild wing cafe","Baja shrimp taco, farmer taco, buffalo ck sandwich with sauce hot,  all excellent.  Sweet tater fries good and crunchy. Cole slaw boring. "
"Restaurants","Tin Lizzys","tilapia taco boring; chop chop shrimp taco good; churrasco skillet good"
"Restaurants","Double Zero","Bruxelles de pepe was delicious but peppery.  Alison had double zero pizza.\nQuatro stagione pizza: OK. (Mile thinks too much stuff).\n Cocktail menu: Apple drink.\n Stop ordering mushroom. appetizer- not that great"
"Restaurants","Nuvo","Mista salad was good, pancetta pizza was very salty."
"Restaurants","Meghan's","Reuben is incredible and the truffle Mac and cheese"
"Restaurants","Simply Thai","No on the basil rolls \nDrunken noodles hot and tasty\nPad prik khing is good but tofu is very salty. "
"Restaurants","Come&get it cafe, Kennesaw","YES-biscuits, brisket, squash casserole, sweet tater casserole. NO- corn bread muffin. OK- spinach, bl keyed peas, chicken n biscuits."
"Restaurants","La Felix - mole is great, posole soup good, carne asada fatty","Carne asada fatty"
"Restaurants","OAK restaurants","Actual cafe -  6334 San Pablo Ave, Oakland CA 94608\n\n"
"Restaurants","Ephesus Restaurant [Greek] [West Seattle]","Greek restaurant west Seattle http://m.yelp.com/biz/ephesus-restaurant-seattle"
"Restaurants","Ocho","http://www.yelp.com/biz/ocho-seattle"
"Restaurants","Altura","Fine dining, high-end Italian restaurant in Capitol Hill http://www.yelp.com/biz/altura-seattle"
"Restaurants","Manao Thai Street Eats","http://www.yelp.com/biz/manao-thai-street-eats-seattle-4"
"Restaurants","Tamarind Tree","Vietnamese http://www.yelp.com/biz/tamarind-tree-seattle Sounds yum"
"Restaurants","Beach cafe (Kirkland) [Not much vegetarian]","Beach cafe (Kirkland), right on the water not too much vegetarian food (https://our.intern.facebook.com/intern/wiki/Fbcode_Continuous_Build/?revision=1915946)"
"Restaurants","Root Table","http://m.yelp.com/biz/root-table-seattle"
"Restaurants","The Other Coast Cafe [Sandwich, Capitol Hill]","http://www.yelp.com/biz/the-other-coast-cafe-seattle-4\n\nHad the Veg Rajun Cajun"
"Restaurants","Café Presse [Late Night Coffee]","Late night coffee shop with great reviews http://www.yelp.com/biz/caf%C3%A9-presse-seattle-2"
"Restaurants","Country Dough [Chinese, Pikes Place]","http://www.yelp.com/biz/country-dough-seattle"
"Restaurants","Isarn Thai Soul Kitchen","http://www.yelp.com/biz/isarn-thai-soul-kitchen-kirkland"
"Restaurants","Beijing O’Chef","http://www.yelp.com/biz/beijing-o-chef-kirkland-2"
"Restaurants","The Herbfarm","http://www.yelp.com/biz/the-herbfarm-woodinville-2"
"Restaurants","The Chuckbox","Cash only\nOff University, in the middle of ASU"
"Restaurants","Liho liho yacht club","Nopa cousin, Sutter and Leavenworth"
"Restaurants","Oporto Fooding House & Wine","Oporto Fooding House & Wine's Location:\n125 W Gray Ave\nSte 500\nMidtown\nHouston, TX 77019\n\nPhone:  713-528-0115"
"Restaurants","Main Kitchen","Main Kitchen\n806 Main St\nHouston, TX 77002"
"Restaurants","Luna Pizzeria","3435 Kirby Dr\nUpper Kirby\nHouston, TX 77098\n\nPhone:  832-767-6338"
"Restaurants","Gusto Gourmet","usto Gourmet Two stars 3306 S. Shepherd 713-344-0892 Hours: B, L&D: 9 a.m.- 7 p.m. Mondays-Wednesdays, 9 a.m.-9 p.m. Thursdays-Saturdays, 10 a.m.-2 p.m."
"Restaurants","Oxheart","1302 Nance"
"Restaurants","sud italia","2347 University Blvd..\nHouston, TX 77005\nPh: 713-664-7571\nMon-Fri Lunch: 11-3 | Mon-Fri Dinner: 5-10\nSat Brunch: 11-4 | Sat Dinner: 4-10\nSunday Brunch: 11-3"
"Restaurants","BCN Taste & Tradition","4210 Roseland Street\nHouston TX 77007"
"Restaurants","Caracol","2200 POST OAK BLVD"
"Restaurants","Ciao Bello","5161 San Felipe Rd.\nHouston, TX 77056\n713-960-0333"
"Restaurants","Schloss Zu Hopferau (noch nicht besucht)","Adresse: Schloßstraße 9, 87659 Hopferau\n\nTelefon:08364 984890\nhttp://www.schloss-hopferau.com/"
"Restaurants","Tengelmann (*****)","Karwendelstraße 7\n83661 Lenggries"
"Restaurants","Waldherralm Wackersberg (***)","Lehen 14\n83646 Wackersberg\n\nMi-So: 10-22 Uhr\nMo und Di Ruhetag\nTel.: 08041 9520\n\nWww.waldherralm.de\n"
"Restaurants","Ähndl Murnau (**)","Ramsach 2, 82418 Murnau\n\nÖffnungszeiten\n Ruhetag: Montag\n geöffnet Dienstag bis Sonntag, 11:00-22:00 Uhr\n Küche durchgehend bis 20:30 Uhr\n\nWww.aehndl.de"
"Restaurants","Metzgerei Weber Lenggries (*****)","Münchner Str. 2\n83661 Lenggries\n\n\nMo · Di · Do · Fr:   7 – 18 Uhr · durchgehend geöffnet \nMittwoch:   7 – 12 Uhr · nachmittags geschlossen \nSamstag:   6 – 12 Uhr \nIn einer Woche mit Feiertag öffnen wir auch\n am Mittwochnachmittag. \n\n\nhttp://www.feinkost-metzgerei-weber.de/"
"Restaurants","Lidl (*****)","Demmeljochstr. 7\n83646 Bad Tölz\n\nÖffnungszeiten 8-20 Uhr"
"Restaurants","Gadthof Zum Stern Murnau (noch nicht besucht)","Dorfstr. 2, 82418 Seehausen \n\nTäglich geöffnet von 10:00 Uhr bis 23:00 Uhr\nMai – September kein Ruhetag | Oktober – April Mittwoch Ruhetag\n\nWww.gasthof-stern.de"
"Restaurants","Brennerei Alois willibald (*****)","Lehen 4\n83646 Wackersberg\n08041 6449\n\nWilliams oder obstler"
"Restaurants","Lido Murnau (noch nicht besucht)","Burger\nSeestr. 27, 82418 Murnau\n\nUnsere Öffnungszeiten ab 01.05.2015: 11:00 bis 22:30 Uhr\n\nhttp://kurtis-eventgastronomie.de/de/lido/"
"Restaurants","Dozo Sushi","Soho & South Ken\nRecomanat bu KiKi"
"Restaurants","Hakata Tonton","https://plus.google.com/110833060375263111638/about?gl=us&hl=en\n"
"Restaurants","なかはら@市ヶ谷","http://s.tabelog.com/tokyo/A1309/A130904/13175110/"
"Restaurants","タンタローバ@茗荷谷","http://s.tabelog.com/tokyo/A1323/A132302/13003535/"
"Restaurants","LON: English seafood:\nhttp://www.wiltons.co.uk/home  [Adrian Lam]","Restaurants (UK): \n\nEnglish seafood:\nhttp://www.wiltons.co.uk/home\n\nEnglish food:\nhttp://www.wolseley.com/\n\nFrench:\nhttp://lpmlondon.co.uk/\n\nFish and Chips:\nhttp://poppiesfishandchips.co.uk/"
"Restaurants","Meyan","Türkisches Frühstück "
"Restaurants","La Femme","Türkisches Frühstück "
"Restaurants","Painted pin ","Bar with bowling lanes!!!!"
"Restaurants","Freischwimmer: idyllisch am Kanal, Schlesische Str.","http://www.freischwimmer-berlin.com/start/deutsch/aktuelles/ \nFREISCHWIMMER\nVor dem Schlesischen Tor 2a\n10997 Berlin\nBootssteg, Wintergarten, Kaminzimmer\nOnlinereservierung"
"Restaurants","Book table @ The Bear & Ragged Staff","http://www.bearandraggedstaff.com/children.php\n"
"Restaurants","Aux Quatre Saisons #Brussel","Melsensstraat 18, 1000 Brussel\n02/512.35.60 / 028/80.59.11\nVietnamees restaurant"
"Restaurants","O'Tagine #Antwerpen","Ernest Van Dijkkaai 13, 2000 Antwerpen"
"Restaurants","Mie van Bart #Weerde","Stationsplein 1, 1982 Weerde\n015/61.14.47"
"Restaurants","Brasserie Het Forum #Geel","Markt 91, 2440 Geel\n014/59.37.77"
"Restaurants","Pomegranate ( college/ Bathurst )*","Only open 5hrs a day"
"Restaurants","No.15 in Schwabing","http://restaurant-n15.com"
"Restaurants","To Try","District Six Eatery (Emmarentia)\n Pull up a chair amongst the memorabilia and vibrant plastic tablecloths to sample traditional Cape Malay fare like lamb denningvleis, smoorsnoek and excellent milktart.\n\nAmarcord Osteria Italiana (Illovo)\n Fresh, seasonal ingredients are transformed into something magical at this authentic Italian spot. Pasta is the speciality – all made on site."
"Restaurants","Burrough","Contemporary American Cuisine, Casual"
"Restaurants","sanctuary","New American Cuisine, (next to wasabi)  combining immigrant influences from the Mediterranean to Japan."
"Restaurants","Travail","http://www.travailkitchen.com/\nReservations: http://www.tempotickets.com/travail\n\nReservations: \n*  $72/person (includes fee) 5 - 5:30\n*  $125/person (includes fee) after 5:30\n\n Your ticket includes your meal, a chef's tasting menu between 14-20 courses. There is also an additional service fee which covers your tax, an 18 % gratuity for your meal, and a small ticket processing fee. \n\nYou will be able to purchase wine, beer, and craft cocktails when you dine. (there are no beverages included in your ticket)\n\nWe do not provide refunds or exchanges, so please be thoughtful when making your purchase. You can sell or give your ticket to someone, but please follow the procedures listed at www.travailkitchen.com/reservations"
"Restaurants","UNION Rooftop","Rooftop restaurant with base food. Cool venue tho."
"Restaurants","Поехали!","Ресторан Елены Чекаловой"
"Restaurants","Sweet 16 bakery east Nash","Breakfast sandwich "
"Restaurants","Pomodoro east Nashville","Happy hour until 6:30pm\nFried egg plant\n"
"Restaurants","Ribs & Burgers","Phone (02)9417 2588\nEmail \nSorry, no reservations - Just come on in!\n\nTrading Hours\nSun-Thurs: 11am – 9:30pm\nFri-Sat: 11am – 10pm\n\nAddress\nShop 3, 129-135 Victoria Avenue, Chatswood"
"Restaurants","Bella Blue Cafe","http://www.bellabluecafe.com.au/bookings/\n9416 8392\nLindfield"
"Restaurants","Aubergine  - Dee Why Beach","24 the strand, dee why beach\nsydney, NSW, 2099\nreservations@auberginesydney.com.au\n\n T  /  02 9981 2061"
"Restaurants","Native Grill & Wings","1559 S. Gilbert Rd\nWww.nativegrillandwings.com"
"Restaurants","Ibaji","Pajeon\nyukhoe\n\nBibimbam\n\nYaourt the vert"
"Restaurants","Paris-ci l'addition - Les restaurants de Paris vus par Slanelle et Christophe AMAV","http://paris-ci-l-addition.blogspot.fr/"
"Restaurants","Soon grill","78 rue des tournelles, 75003\nCoréen "
"Restaurants","infos&plan - RESTAURANT LE CAPTAIN B PARIS 9","http://www.captainb.fr/le-plan/ Retrouvez ici toutes les informations concernant la localisation dans paris du Restaurant Le Captain B avenue de Trudaine à Paris 9ème #sopi #paris9 #burger"
"Restaurants","Gallery - PDG Restaurants – Les Delicious Burgers","http://www.pdgresto.com/gallery/ "
"Restaurants","Les 5 meilleurs burgers de Paris","http://www.lefigaro.fr/sortir-paris/2013/07/03/30004-20130703ARTFIG00553-les-5-meilleurs-burgers-de-paris.php SÉLECTION - Fête nationale américaine oblige, Le Figaroscope se lance dans le périlleux exercice d'établir un classement des adresses qui excellent dans la célèbre spécialité US."
"Restaurants","Poissons","Berix long\nTurbo\nFilet de Bar\nKayabaki\nTruite sauvage\nDorade\nSeiche\n"
"Restaurants","B&M | Paris-Burger","http://www.paris-burger.com/restaurant/bm/ B&M, c'est la curiosité de ce printemps avenue Parmentier. Déco sobre mais efficace, cuisine au grand jour et équipe (très) sympathique, la modestie est de"
"Restaurants","The cow","Westbourn\n\nhttp://thecowlondon.co.uk"
"Restaurants","benihana","Japanese resturant \n\nSoho or St. Paul's \n\nhttp://www.benihana.co.uk\n"
"Restaurants","Barrafina","Spanish taps \n\nhttp://barrafina.co.uk\n\nSoho"
"Restaurants","Floridita","www.floriditalondon.com/\nVisit Floridita, a Latin American-inspired restaurant and live music venue in the heart of London's Soho."
"Restaurants","Green man french horn","http://greenmanfrenchhorn.co/contact"
"Restaurants","Steak Shake","Jalapeno crunch steakburger salt and vinegar fries"
"Restaurants","Bogarts ","Soso margaritas not that great try mango margarita great red sauce fried beef enchiladas with extra red sauce comida de Rubi not so good\n"
"Restaurants","Rio Sabinas","3 Amigos combination OR\nBraised beef enchilada with corn relish\nPassion fruit margarita"
"Restaurants","Fwd: SD to try list!","https://accounts.google.com/ServiceLogin?service=wise&passive=true&go=true&continue=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F1-YjundfbJE5Ryhmb4XZP5t5zC4LSjPd4o_2su6kyVXU%2Fedit%3Fusp%3Dsharing%26pref%3D2%26pli%3D1\n\nLuigi's and Regents pizzaaaa :)\nThe Hummingbird Cafe (coffee/acai)\nBangkok Spices (thai)\nSeñor Mangoes (tortas/fruit)\nTwist(burgers/fries/wings but with a mix of Asian and Moroccan influences)\n<<highly recommend!!\nMinh Ky (asian)\nYoshino (poke, must go early)\nRakiraki\nVallartas\nCiro's pizza\n\nSent from my iPad\n"
"Restaurants","South Side - Taste the Flava!","http://www.garifunaflava.com/\nGarifuna Flava Caribbean Restaurant - A Taste of Belize is an exciting new restaurant on Chicago's southwest side. Named after the Garifuna people of Central America"
"Restaurants","North Side - 90 Miles Cuban Cafe","Taste the forbidden \nhttp://www.90milescubancafe.com/"
"Restaurants","Wicker Park - The Winchester","Bucktown - The Winchester is a restaurant located in Chicago, Il \nhttp://www.winchesterchicago.com/"
"Restaurants","Suburbs - La Grange - Q-BBQ: AUTHENTIC BBQ RESTAURANT","http://www.q-bbq.com/\nQ-BBQ is an award winning authentic BBQ restaurant located in La Grange, IL. Other locations include Naperville and Chicago."
"Restaurants","Lincoln Park - Dawali Mediterranean Kitchen","http://dawalikitchen.com/\nWe Deliver"
"Restaurants","Chinatown- Korean - Dosriak","Chinatown - Dosirak \nhttp://www.yelp.com/biz/dosirak-chicago"
"Restaurants","South Loop - Acadia | CONTEMPORARY AMERICAN CUISINE","http://www.acadiachicago.com/"
"Restaurants","Gather","http://www.gatherchicago.com/"
"Restaurants","Chicago | FIG & OLIVE Restaurant","http://www.figandolive.com/menu/chicago/"
"Restaurants","Downtown - kinmont",""
"Restaurants","Downtown - Trattoria No.10","http://www.trattoriaten.com/\nDowntown - Trattoria No 10"
"Restaurants","North Side - Ethiopian Diamond","http://www.ethiopiandiamondcuisine.com/"
"Restaurants","Hyde Park - Norman's Bistro","http://www.normansbistro.com/"
"Restaurants","London",""
"Restaurants","Hatoky Brüderstraße 8, 44787 Bochum0234-36929318","Brüder Straße 8\n44787 Bochum\n0234 36929318\nGeöffnet bis 22:00"
"Restaurants","Sushi Japan München","J Bar München "
"Restaurants","Genners Brunnerhof bei SH","052 643 40 78"
"Restaurants","Besenbeiz bei Rafz","Do-Sa 10-22 Uhr\nSo 10-18 Uhr"
"Restaurants","Charthouse","Nice view good reviews"
"Restaurants","Atlas Bistro","BYOB "
"Restaurants","Christopher's & Crush","Biltmore shopping center"
"Restaurants","Bernard's at Ocotillo","Waterfall at golf course"
"Restaurants","Alto","In the Hyatt in Scottsdale"
"Restaurants","Vince's Pizza","2550 grant ave"
"Restaurants","Tiffin","Indian"
"Restaurants","Dolcet House","Korean"
"Restaurants","Bursa, Mediterranean, W. Portal SF","60 West portal, SF \n415-564-4006"
"Restaurants","Winchester - lunch?","Whole roasted cauliflower ... don't order again.  It was ok\nPretzel bread appetizer was best pretzel bread I ever tasted. \nPulled pork was good, Pam thought it was ok.\nBurger was ok.\nDiet Pepsi was in bottles \n\n    "
"Restaurants","Genghes Grill - Tempe Market place","Khanzu\n3G\n\nCitrus Garlic on the side"
"Restaurants","Ceviche - London","Cevicheuk.com"
"Restaurants","Andina - London","Andinalondon.com"
"Restaurants","Rossbüchel - Fünfländerblick","- Essen B&R: ausgezeichnetes Cordon Bleu mit sehr vielFüllung\n- Essen mit Neil und Heinz\n- Essen mit Hupi und Silvia"
"Restaurants","Mamagaya","24 rue Henri Barbusse Drancy"
"Restaurants","An di an di","http://france.dailysecret.com/paris/fr/m%C3%A9nilmontant/restos/an-di-an-di--2#axzz3TVYxyIUi"
"Restaurants","Lekker","35, rue des Trois Frères 75018"
"Restaurants","海南雞專門店(第二分店) - 西灣河  hainan 香港.","http://m.openrice.com/zh/restaurant/97498  "
"Restaurants","Lan Heung Noodle TstHong Kong Style, Noodles/Rice Noodles in Tsim Sha Tsui ","http://m.openrice.com/en/restaurant/photos/17349"
"Restaurants","Gut Gut Dim Sum ngau tau joke - Guangdong, Hong Kong Style, Soup, Dim Sum in Kwun Tong Hong Kong | OpenRice Hong Kong.","http://m.openrice.com/en/restaurant/178868/gut-gut-dim-sum"
"Restaurants","Chinatown",""
"Restaurants","Copita",""
"Restaurants","Basement. Sate",""
"Restaurants","Old tom and English",""
"Restaurants","Ceviche",""
"Restaurants","NYC","Il Cantinori - Kevin rec (Italian)\nABC Kitchen - Elliott\nMercer Kitchen - Rhett (anniversary)"
"Restaurants","Shucked Oyster Bar","http://www.shuckedoysterbars.com\nB.I.G. Supermarket, Lower Ground Floor, Publika\n"
"Restaurants ","Osmans Töchter","Pappelallee, türkische Küche"
"Restaurants ","Cocolo Ramen ","Gipsstraße, \nAuthentische japanische Suppen"
"Restaurants ","BäckerMann","Bäcker Friedenau,\n2. Filiale in der Pariser Straße\nschwäbischer Bäcker"
"Restaurants","玉笑 (東京)","Soba (そば)\n東京都渋谷区神宮前5-23-3\n(東京メトロ「明治神宮前」より7分\nJR「原宿」「渋谷」より10分\n穏田神社斜め向かい。\n明治神宮前駅から519m)\nhttp://tabelog.com/tokyo/A1306/A130601/13129390/\nhttps://www.facebook.com/pages/玉笑/341326055974209\nhttp://www.yelp.com/biz/玉笑-渋谷区\nTel: 03-5485-0025\n[火～金]\n11:30～15:30（L.O.15:00）\n18:30～21:30（L.O.21:00）\n[土]\n11:30～20:00（L.O.19:30）\n[日]\n11:30～17:00（L.O.16:30）\nランチ営業、日曜営業\n定休日: 月曜日\nカード: 不可"
"Restaurants","根室花まる KITTE丸の内店 (東京)","回転寿司    (3.57, n=144)\n東京都千代田区丸の内2-7-2 KITTE 5F\n[月～土] 11:00～23:00\n[日・祝] 11:00～22:00\nランチ営業、日曜営業\n(ＪＲ東京駅丸の内南口：徒歩１分\n丸ノ内線東京駅：地下道より直結\n千代田線二重橋前駅：徒歩２分\n三田線大手町駅：徒歩２分\nＪＲ京葉線東京駅：徒歩３分\n有楽町線有楽町駅：徒歩６分\nＪＲ有楽町駅：徒歩６分\n東京駅から279m)\nhttp://tabelog.com/tokyo/A1302/A130201/13153777/\nhttp://www.sushi-hanamaru.com/\n"
"Restaurants","まき村 (東京)","Promoted from 2 to 3 stars in Michelin Tokyo 2015\nhttp://tabelog.com/tokyo/A1315/A131502/13003338/"
"Restaurants","函館うに むらかみ 日本生命札幌ビル店 (札幌)","魚介料理・海鮮料理、海鮮丼、懐石・会席料理\n北海道札幌市中央区北3条西4-1-1 日本生命札幌ビル　B1\n(JR札幌駅からは南口を出て大通りすすきの方面徒歩5分駅前通り沿い第一生命ビル様隣\n札幌市営地下鉄南北線札幌駅からは地下道の11番出口を出て地下歩行空間に入りすぐ右側にデリフランス様(パン屋）が見えるのでそれが目印！\nさっぽろ駅（札幌市営）から154m)\nhttp://tabelog.com/hokkaido/A0101/A010101/1025846/\nhttp://www.uni-murakami.com/nissay/index.html\nhttp://r.gnavi.co.jp/h052802/"
"Restaurants","L'Auberge de L'Ill (札幌)","French\n札幌市中央区南1条西28丁目 3-1 \nTel. 011-632-7810\nhttp://www.haeberlin.jp/aubergedelill-sapporo/ \nhttp://tabelog.com/hokkaido/A0101/A010105/1000049/\n＜電車＞ 地下鉄東西線　円山公園駅　3番出口　徒歩3分\n\nReservation (Dinner): 30-Aug-2015 at 7:00 pm"
"Restaurants","とり喜 (東京)","焼鳥 (Michelin one-star)\n東京都墨田区錦糸1-8-13 小坂ビル1階\n(東京メトロ半蔵門線・総武中央線・総武快速線　錦糸町駅北口より徒歩4分\n錦糸町駅から307m)\nTel: 03-3622-6202\n[月～金]  17:30～22:45(L.O)\n[土]  17:00～22:45(L.O)\nClosed Sundays and holidays\nhttp://tabelog.com/tokyo/A1312/A131201/13026017/\nhttp://r.gnavi.co.jp/gaez800/\nカード: 可"
"Restaurants","Michel Bras Toya","French\n北海道虻田郡洞爺湖町清水 ザ・ウィンザーホテル洞爺 11F\nTel: 0142-73-1159\nReservation (Lunch): 28-Aug-2015 at 12:30 pm\nRestaurant Manager: Guillaume Vegreville \nguillaume@windsor-hotels.co.jp"
"Restaurants","かぶと (東京)","うなぎ (鰻)\n東京都豊島区池袋2-53-2\n(池袋駅西口を出て劇場通りを川越街道方面に進み郵便局を目指す。\n最初の道を左折しすぐ右手。\n池袋駅から464m)\nhttp://tabelog.com/tokyo/A1305/A130501/13016660/\n17:00～22:00\nClosed Sundays, Thursdays and public holidays\nカード: 不可 "
"Restaurants","温味 (札幌)","北海道札幌市中央区南3条西3-3 G DINING SAPPORO 3F\n(札幌市営地下鉄南北線 すすきの駅 徒歩2分 )\nTel: 011-210-6858\nhttp://tabelog.com/hokkaido/A0101/A010103/1021181/\nhttp://r.gnavi.co.jp/h203501/\nClosed Sundays\n"
